time,W,usage_c0,usage_c1,usage_c2,usage_c3,usage_c4,usage_c5,usage_c6,usage_c7,temp4,temp5,temp6,temp7,
1651449593.3463805,0.0,0.273,0.9229999999999999,1.0,0.818,0.9229999999999999,1.0,1.0,0.9229999999999999,37.0,41.0,42.0,36.0,
1651449593.5466883,0.0,0.2,0.368,0.409,0.316,0.9440000000000001,0.4,0.4,0.368,40.0,36.0,38.0,34.0,
1651449593.746967,0.0,0.0,0.0,0.0,0.0,0.6,0.048,0.45,0.0,34.0,36.0,45.0,34.0,
1651449593.9472394,0.0,0.136,0.0,0.0,0.0,0.0,0.0,1.0,0.0,32.0,37.0,48.0,34.0,
1651449594.147506,0.0,0.0,0.0,0.0,0.0,0.0,0.048,1.0,0.0,32.0,37.0,49.0,34.0,
1651449594.3477845,4.947,0.1,0.05,0.0,0.0,0.048,0.05,1.0,0.05,32.0,37.0,49.0,35.0,
1651449594.5480678,4.947,0.1,0.05,0.0,0.0,0.0,0.0,1.0,0.048,32.0,37.0,50.0,35.0,
1651449594.7483382,4.947,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.05,33.0,38.0,50.0,35.0,
1651449594.9486125,4.947,0.095,0.0,0.0,0.0,0.05,0.0,1.0,0.0,33.0,38.0,50.0,35.0,
1651449595.1488807,4.947,0.05,0.0,0.048,0.048,0.0,0.095,0.9,0.0,33.0,38.0,49.0,35.0,
1651449595.3491511,4.977,0.05,0.05,0.0,0.0,0.0,0.0,1.0,0.0,33.0,38.0,50.0,35.0,
1651449595.5494316,4.977,0.0,0.05,0.053,0.0,0.048,0.0,1.0,0.048,33.0,38.0,50.0,35.0,
1651449595.7497027,4.977,0.05,0.0,0.0,0.0,0.05,0.0,1.0,0.0,33.0,38.0,51.0,36.0,
1651449595.9499745,4.977,0.0,0.048,0.0,0.0,0.05,0.0,1.0,0.0,33.0,38.0,51.0,36.0,
1651449596.1502497,4.977,0.048,0.0,0.0,0.0,0.0,0.048,1.0,0.0,33.0,38.0,51.0,36.0,
1651449596.3505342,4.939,0.05,0.048,0.0,0.0,0.0,0.05,1.0,0.0,33.0,39.0,51.0,36.0,
1651449596.5508218,4.939,0.05,0.0,0.0,0.05,0.15,0.05,0.9,0.0,36.0,38.0,43.0,36.0,
