time,W,usage_c0,usage_c1,usage_c2,usage_c3,usage_c4,usage_c5,usage_c6,usage_c7,temp4,temp5,temp6,temp7,
1651447071.2688324,0.0,0.5,1.0,0.8,0.8,1.0,1.0,0.8,0.833,38.0,38.0,38.0,34.0,
1651447071.4691486,0.0,0.17600000000000002,1.0,1.0,1.0,1.0,1.0,1.0,1.0,39.0,42.0,43.0,39.0,
1651447071.6694548,0.0,0.05,0.22699999999999998,0.105,0.14300000000000002,0.158,0.15,0.105,0.9470000000000001,34.0,36.0,38.0,40.0,
1651447071.8698142,0.0,0.105,0.0,0.05,0.053,0.5,0.0,0.095,0.4,39.0,35.0,37.0,35.0,
1651447072.0701108,0.0,0.05,0.0,0.0,0.3,0.45,0.05,0.263,0.2,33.0,35.0,39.0,37.0,
1651447072.2704065,0.0,0.0,0.0,0.0,0.316,0.158,0.15,0.3,0.25,36.0,35.0,38.0,36.0,
1651447072.470709,4.443,0.105,0.053,0.0,0.28600000000000003,0.304,0.15,0.19,0.4,37.0,35.0,38.0,36.0,
1651447072.671,4.443,0.05,0.048,0.0,0.316,0.42100000000000004,0.0,0.0,0.42100000000000004,36.0,34.0,37.0,36.0,
1651447072.8713012,4.443,0.05,0.0,0.0,0.33299999999999996,0.0,0.05,0.429,0.5,33.0,35.0,40.0,37.0,
1651447073.0716217,4.443,0.0,0.0,0.0,0.25,0.05,0.05,0.455,0.5,33.0,35.0,39.0,38.0,
1651447073.2719219,4.443,0.095,0.0,0.0,0.35,0.25,0.15,0.111,0.33299999999999996,34.0,35.0,40.0,35.0,
1651447073.472135,4.561,0.053,0.05,0.05,0.28600000000000003,0.0,0.0,0.4,0.474,33.0,35.0,40.0,38.0,
1651447073.6724265,4.561,0.095,0.0,0.0,0.263,0.15,0.158,0.15,0.45,34.0,35.0,38.0,38.0,
1651447073.872728,4.561,0.0,0.0,0.0,0.316,0.35,0.19,0.0,0.4,37.0,35.0,37.0,36.0,
1651447074.0730321,4.561,0.0,0.0,0.0,0.25,0.2,0.0,0.263,0.4,33.0,35.0,42.0,36.0,
1651447074.2733402,4.561,0.05,0.0,0.0,0.35,0.3,0.095,0.158,0.4,36.0,35.0,38.0,36.0,
1651447074.473639,4.557,0.1,0.053,0.1,0.263,0.25,0.3,0.348,0.15,38.0,37.0,38.0,35.0,
1651447074.673927,4.557,0.0,0.0,0.048,0.28600000000000003,0.2,0.048,0.263,0.4,35.0,35.0,39.0,38.0,
1651447074.874229,4.557,0.23800000000000002,0.19,0.1,0.316,0.278,0.2,0.21100000000000002,0.409,38.0,36.0,39.0,36.0,
1651447075.0745285,4.557,0.111,0.21100000000000002,0.053,0.381,0.391,0.28600000000000003,0.263,0.7,35.0,37.0,41.0,39.0,
