time,W,usage_c0,usage_c1,usage_c2,usage_c3,usage_c4,usage_c5,usage_c6,usage_c7,temp4,temp5,temp6,temp7,
1651449716.848567,0.0,0.667,0.75,0.5,0.5,1.0,0.75,0.667,1.0,37.0,35.0,37.0,37.0,
1651449717.0488784,0.0,0.16699999999999998,0.6,0.619,0.579,0.6,0.6,0.6,0.9470000000000001,34.0,35.0,38.0,39.0,
1651449717.2491622,0.0,0.095,0.0,0.0,0.0,0.0,0.2,0.0,0.789,33.0,38.0,37.0,35.0,
1651449717.4494367,0.0,0.053,0.0,0.0,0.0,0.0,1.0,0.0,0.0,33.0,42.0,37.0,33.0,
1651449717.6497152,6.699,0.095,0.0,0.0,0.0,0.0,1.0,0.0,0.05,33.0,43.0,37.0,33.0,
1651449717.8499873,6.699,0.0,0.05,0.0,0.0,0.0,1.0,0.0,0.0,34.0,44.0,37.0,33.0,
1651449718.0502634,6.699,0.0,0.05,0.0,0.0,0.0,1.0,0.0,0.048,34.0,44.0,38.0,33.0,
1651449718.2505362,6.699,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,34.0,44.0,38.0,33.0,
1651449718.4508278,4.878,0.095,0.0,0.05,0.0,0.05,0.9470000000000001,0.095,0.0,34.0,44.0,38.0,33.0,
1651449718.6511078,4.878,0.0,0.0,0.0,0.0,0.05,1.0,0.0,0.0,34.0,45.0,38.0,33.0,
1651449718.8513777,4.878,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,35.0,45.0,38.0,34.0,
1651449719.0516524,4.878,0.0,0.05,0.048,0.0,0.0,1.0,0.0,0.0,35.0,45.0,38.0,34.0,
1651449719.2519245,4.878,0.053,0.0,0.0,0.0,0.05,1.0,0.0,0.0,35.0,45.0,38.0,34.0,
1651449719.4522004,4.878,0.048,0.0,0.0,0.0,0.0,1.0,0.0,0.048,35.0,45.0,39.0,34.0,
