time,W,usage_c0,usage_c1,usage_c2,usage_c3,usage_c4,usage_c5,usage_c6,usage_c7,temp4,temp5,temp6,temp7,
1650838877.8092325,0.0,0.625,0.8,1.0,1.0,1.0,1.0,1.0,1.0,38.0,42.0,42.0,37.0,
1650838878.0096803,0.0,0.222,0.35,0.4,0.35,0.33299999999999996,0.9440000000000001,0.35,0.368,34.0,42.0,38.0,34.0,
1650838878.2099926,0.0,0.0,0.0,0.0,0.0,0.05,0.95,0.0,0.048,33.0,39.0,37.0,34.0,
1650838878.4102733,6.641,0.095,0.0,0.05,0.095,0.05,0.955,0.05,0.05,34.0,44.0,38.0,34.0,
1650838878.610545,6.641,0.316,0.2,0.316,0.263,0.316,0.632,0.1,0.28600000000000003,37.0,38.0,40.0,39.0,
1650838878.8108127,6.641,1.0,1.0,1.0,1.0,0.35,0.35,0.4,0.9470000000000001,37.0,39.0,42.0,42.0,
1650838879.0110855,6.641,0.45,0.105,0.35,0.429,0.529,0.818,0.45,0.556,40.0,45.0,45.0,40.0,
1650838879.21136,6.901,0.053,0.0,0.0,0.0,0.545,0.8420000000000001,0.7,0.524,41.0,47.0,47.0,40.0,
1650838879.4116333,6.901,0.05,0.0,0.0,0.0,0.47100000000000003,0.47100000000000003,0.47100000000000003,0.95,42.0,44.0,49.0,43.0,
1650838879.6119106,6.901,0.05,0.0,0.0,0.0,0.45,0.474,0.9520000000000001,0.444,41.0,45.0,52.0,42.0,
1650838879.812078,6.901,0.05,0.0,0.0,0.0,0.41200000000000003,0.474,1.0,0.474,40.0,46.0,53.0,41.0,
1650838880.012348,6.901,0.0,0.0,0.0,0.0,0.8420000000000001,0.375,0.41200000000000003,0.556,42.0,44.0,48.0,45.0,
1650838880.21262,6.901,0.47600000000000003,0.4,0.0,0.0,0.684,0.474,0.526,0.632,47.0,45.0,48.0,42.0,
1650838880.4128928,6.874,0.0,0.095,0.0,0.0,0.5,1.0,0.474,0.444,43.0,50.0,49.0,42.0,
1650838880.6131682,6.874,0.105,0.45,0.048,0.0,0.55,0.55,0.6,0.8,44.0,46.0,49.0,46.0,
1650838880.8134596,6.874,0.0,0.0,0.0,0.0,0.474,0.444,0.737,0.737,43.0,47.0,54.0,44.0,
1650838881.0137439,6.874,0.05,0.0,0.0,0.0,0.7140000000000001,0.55,0.524,0.789,44.0,46.0,50.0,46.0,
1650838881.214007,6.874,0.095,0.0,0.0,0.0,0.8420000000000001,0.5,0.684,0.5,43.0,47.0,53.0,43.0,
1650838881.4142919,6.874,0.05,0.0,0.0,0.0,0.545,0.5710000000000001,0.905,0.5710000000000001,43.0,47.0,52.0,45.0,
1650838881.6145744,6.943,0.05,0.0,0.0,0.0,0.47100000000000003,0.955,0.47100000000000003,0.47100000000000003,44.0,51.0,50.0,43.0,
1650838881.8148468,6.943,0.05,0.0,0.0,0.0,0.75,0.65,0.474,0.5,48.0,47.0,49.0,43.0,
1650838882.015114,6.943,0.1,0.0,0.0,0.0,0.5,0.47100000000000003,0.9520000000000001,0.474,44.0,48.0,56.0,44.0,
1650838882.2153902,6.943,0.05,0.35,0.0,0.0,0.9,0.526,0.6,0.526,47.0,48.0,52.0,44.0,
1650838882.4156628,7.076,0.1,0.1,0.0,0.0,0.65,0.5710000000000001,0.5,0.818,47.0,49.0,51.0,45.0,
1650838882.6159506,7.076,0.0,0.0,0.0,0.0,0.41200000000000003,1.0,0.444,0.47100000000000003,44.0,51.0,50.0,44.0,
1650838882.8160808,7.076,0.05,0.0,0.0,0.0,0.524,0.7,0.5,0.8,44.0,51.0,50.0,44.0,
1650838883.0163624,7.076,0.158,0.0,0.0,0.0,0.5710000000000001,0.524,0.5710000000000001,0.9470000000000001,44.0,47.0,51.0,48.0,
1650838883.216631,7.076,0.095,0.0,0.0,0.0,1.0,0.5,0.526,0.524,50.0,47.0,50.0,44.0,
1650838883.4169054,7.138,0.05,0.053,0.0,0.0,0.591,0.8,0.524,0.5710000000000001,45.0,48.0,51.0,46.0,
1650838883.61717,7.138,0.368,0.0,0.0,0.0,0.5710000000000001,0.8,0.6,0.5710000000000001,45.0,50.0,52.0,45.0,
1650838883.8174453,7.138,0.05,0.0,0.048,0.0,0.5,0.526,0.81,0.7140000000000001,45.0,48.0,52.0,48.0,
1650838884.0177257,7.138,0.1,0.05,0.0,0.0,0.762,0.524,0.75,0.5,49.0,48.0,52.0,45.0,
1650838884.2179933,7.069,0.1,0.3,0.0,0.0,0.619,0.857,0.636,0.591,47.0,52.0,52.0,45.0,
1650838884.4182787,7.069,0.1,0.0,0.0,0.0,0.5,1.0,0.524,0.524,45.0,53.0,51.0,44.0,
1650838884.6185615,7.069,0.5,0.158,0.0,0.0,0.526,0.619,0.526,0.684,45.0,48.0,51.0,47.0,
1650838884.818837,7.069,0.1,0.0,0.0,0.0,0.5,0.41200000000000003,0.45,0.8420000000000001,48.0,47.0,50.0,46.0,
1650838885.0191329,7.069,0.85,0.048,0.095,0.0,0.667,0.556,0.684,0.526,49.0,49.0,52.0,45.0,
1650838885.219437,7.069,0.5,0.0,0.095,0.0,0.636,0.632,0.55,0.55,48.0,48.0,51.0,45.0,
1650838885.419729,6.809,0.055999999999999994,0.0,0.65,0.0,0.529,0.7,0.579,0.579,46.0,52.0,52.0,45.0,
1650838885.6199975,6.809,0.048,0.0,0.0,0.0,0.524,0.5,1.0,0.5,46.0,50.0,57.0,45.0,
1650838885.820285,6.809,0.429,0.0,0.048,0.0,0.474,0.6,0.474,0.857,46.0,49.0,52.0,47.0,
1650838886.0205686,6.809,0.21100000000000002,0.0,0.0,0.0,0.55,0.905,0.524,0.5,45.0,53.0,51.0,45.0,
1650838886.2208543,6.809,0.1,0.455,0.0,0.0,0.55,0.55,0.81,0.579,47.0,49.0,55.0,45.0,
1650838886.421132,6.809,0.389,0.316,0.105,0.0,0.7,0.55,0.6,0.619,47.0,49.0,52.0,47.0,
1650838886.6214046,6.935,0.619,0.0,0.28600000000000003,0.0,0.5,0.7,0.556,0.529,48.0,50.0,53.0,46.0,
1650838886.8216743,6.935,0.091,0.0,0.0,0.0,0.667,0.778,0.5,0.444,47.0,52.0,52.0,45.0,
1650838887.0219533,6.935,0.0,0.0,0.0,0.0,0.524,0.75,0.762,0.524,46.0,50.0,57.0,45.0,
1650838887.2222354,6.935,0.05,0.0,0.0,0.0,0.632,0.6,0.8,0.524,47.0,51.0,53.0,45.0,
1650838887.4225032,7.008,0.316,0.3,0.0,0.0,0.474,0.9,0.526,0.5,46.0,51.0,53.0,46.0,
1650838887.6227963,7.008,0.05,0.105,0.0,0.0,0.524,0.565,0.95,0.55,46.0,50.0,58.0,45.0,
1650838887.823072,7.008,0.0,0.0,0.0,0.0,0.526,1.0,0.474,0.5,48.0,53.0,53.0,46.0,
1650838888.0233443,7.008,0.095,0.0,0.048,0.0,0.55,0.95,0.5710000000000001,0.524,47.0,54.0,53.0,46.0,
1650838888.2236145,7.008,0.474,0.364,0.0,0.0,0.762,0.526,0.579,0.6,47.0,50.0,53.0,48.0,
1650838888.423899,7.046,0.095,0.05,0.0,0.0,0.588,0.5710000000000001,0.474,0.8,47.0,51.0,52.0,47.0,
1650838888.624064,7.046,0.444,0.048,0.0,0.0,0.5,0.85,0.474,0.526,46.0,51.0,53.0,46.0,
1650838888.8243375,7.046,0.136,0.0,0.0,0.0,0.524,1.0,0.5,0.524,46.0,54.0,52.0,45.0,
1650838889.0246143,7.046,0.05,0.0,0.0,0.0,0.789,0.5,0.5,0.65,51.0,49.0,52.0,45.0,
1650838889.224879,6.931,0.053,0.0,0.0,0.0,0.55,0.524,0.6,0.95,46.0,49.0,53.0,50.0,
1650838889.4251683,6.931,0.05,0.0,0.0,0.0,0.9,0.556,0.474,0.474,49.0,51.0,53.0,46.0,
1650838889.6254907,6.931,0.048,0.0,0.0,0.0,0.526,1.0,0.55,0.5,47.0,54.0,53.0,46.0,
1650838889.8257825,6.931,0.0,0.0,0.0,0.0,0.565,0.95,0.5,0.5710000000000001,47.0,54.0,54.0,46.0,
1650838890.0260503,6.931,0.05,0.0,0.0,0.0,0.524,1.0,0.545,0.47600000000000003,46.0,54.0,52.0,45.0,
1650838890.2263212,6.931,0.474,0.0,0.0,0.0,0.526,0.81,0.55,0.556,46.0,54.0,53.0,46.0,
1650838890.4265907,7.107,0.5,0.0,0.0,0.0,0.619,0.762,0.579,0.591,49.0,50.0,53.0,46.0,
1650838890.6268818,7.107,0.368,0.0,0.0,0.0,0.611,0.526,0.5,0.524,50.0,49.0,51.0,45.0,
1650838890.8271666,7.107,0.667,0.05,0.048,0.0,0.591,0.7,0.55,0.55,46.0,53.0,52.0,46.0,
1650838891.027437,7.107,0.0,0.0,0.0,0.0,0.444,1.0,0.444,0.47100000000000003,46.0,54.0,53.0,45.0,
1650838891.227739,7.107,0.136,0.0,0.0,0.0,0.7,0.524,0.524,0.75,51.0,49.0,52.0,46.0,
1650838891.4280622,7.107,0.055999999999999994,0.0,0.0,0.0,0.9520000000000001,0.545,0.5710000000000001,0.524,48.0,50.0,54.0,47.0,
1650838891.628352,7.118,0.5710000000000001,0.0,0.0,0.0,0.65,0.55,0.526,0.8,48.0,49.0,53.0,49.0,
