time,W,usage_c0,usage_c1,usage_c2,usage_c3,usage_c4,usage_c5,usage_c6,usage_c7,temp4,temp5,temp6,temp7,
1650838701.651267,0.0,0.556,0.462,0.48100000000000004,0.071,0.5,0.96,0.519,0.519,34.0,41.0,38.0,34.0,
1650838701.8515685,0.0,0.05,0.048,0.05,0.0,0.05,0.909,0.05,0.0,35.0,39.0,37.0,34.0,
1650838702.0518582,0.0,0.0,0.0,0.05,0.05,0.0,1.0,0.0,0.0,33.0,44.0,38.0,33.0,
1650838702.252111,0.0,0.263,0.2,0.35,0.35,0.28600000000000003,0.81,0.15,0.15,40.0,39.0,40.0,35.0,
1650838702.4523778,4.531,1.0,0.8420000000000001,1.0,1.0,0.364,0.905,0.381,0.381,37.0,44.0,41.0,37.0,
1650838702.652658,4.531,0.55,0.0,0.35,0.368,0.65,0.65,0.591,0.5710000000000001,40.0,42.0,47.0,39.0,
1650838702.8529518,4.531,0.0,0.0,0.0,0.0,0.5,0.75,0.45,0.682,41.0,46.0,45.0,40.0,
1650838703.053223,4.531,0.25,0.0,0.048,0.0,0.45,0.55,0.55,0.8420000000000001,40.0,45.0,46.0,41.0,
1650838703.2535195,6.817,0.429,0.0,0.0,0.0,0.55,0.55,0.524,0.818,43.0,45.0,47.0,42.0,
1650838703.453805,6.817,0.25,0.0,0.0,0.0,0.47600000000000003,0.9,0.545,0.5710000000000001,42.0,48.0,47.0,41.0,
1650838703.654071,6.817,0.35,0.048,0.0,0.0,0.474,0.85,0.42100000000000004,0.556,41.0,45.0,47.0,43.0,
1650838703.8543544,6.817,0.389,0.4,0.048,0.0,0.47600000000000003,0.75,0.5,0.6,43.0,48.0,48.0,42.0,
1650838704.0546343,6.817,0.5,0.05,0.0,0.0,0.529,0.5,0.55,0.636,43.0,45.0,51.0,42.0,
1650838704.2549174,6.817,0.8,0.0,0.0,0.0,0.667,0.611,0.579,0.524,44.0,46.0,48.0,42.0,
1650838704.455201,6.817,0.158,0.524,0.0,0.0,0.55,0.5,0.8,0.5,43.0,46.0,54.0,42.0,
1650838704.6554718,6.817,0.25,0.0,0.0,0.0,0.7140000000000001,0.45,0.526,0.429,46.0,44.0,48.0,42.0,
